136,"MOV C,B",48,C <- B,01100000000010000000000000000000
137,"MOV C,B",48,NOP,00000000000000000000000000000000
138,"MVI A, byte",3E,MAR <- PC,00010000000000100000000000000000
139,"MVI A, byte",3E,INC PC,00000000100000000000000100000000
140,"MVI A, byte",3E,MDR-FM WE,00000000000000000000000100000000
141,"MVI A, byte",3E,ACC <- MDR-FM,01000000001000000000000000000000
142,"MVI A, byte",3E,NOP,00000000000000000000000000000000
143,"MVI B, byte",06,MAR <- PC,00010000000000100000000000000000
144,"MVI B, byte",06,INC PC,00000000100000000000000100000000
145,"MVI B, byte",06,MDR-FM WE,00000000000000000000000100000000
146,"MVI B, byte",06,B <- MDR-FM,01000000000100000000000000000000
147,"MVI B, byte",06,NOP,00000000000000000000000000000000
148,"MVI C, byte",0E,MAR <- PC,00010000000000100000000000000000
149,"MVI C, byte",0E,INC PC,00000000100000000000000100000000
150,"MVI C, byte",0E,MDR-FM WE,00000000000000000000000100000000
151,"MVI C, byte",0E,C <- MDR-FM,01000000000010000000000000000000
152,"MVI C, byte",0E,NOP,00000000000000000000000000000000
153,NOP,00,NOP,00000000000000000000000000000000
154,ORA B,B0,TMP <- B; OP=OR,01100110000001000000000001000000
155,ORA B,B0,ACC <- ALU,00110000001000000000000000000000
156,ORA B,B0,NOP,00000000000000000000000000000000
157,ORA C,B1,TMP <- C; OP=OR,01110110000001000000000001000000
158,ORA C,B1,ACC <- ALU,00110000001000000000000000000000
159,ORA C,B1,NOP,00000000000000000000000000000000
160,ORI byte,F6,MAR <- PC,00010000000000100000000000000000
161,ORI byte,F6,INC PC,00000000100000000000000100000000
162,ORI byte,F6,MDR-FM WE,00000000000000000000000100000000
163,ORI byte,F6,TMP <- MDR-FM; OP=OR,01000110000001000000000001000000
164,ORI byte,F6,ACC <- ALU,00110000001000000000000000000000
165,ORI byte,F6,NOP,00000000000000000000000000000000
166,OUT byte,D3,MAR <- PC,00010000000000100000000000000000
167,OUT byte,D3,INC PC,00000000100000000000000100000000
168,OUT byte,D3,MDR-FM WE,00000000000000000000000100000000
169,OUT byte,D3,OperandLow <- MDR-FM,01000000000000000100000000000000
170,OUT byte,D3,WAIT,00000000000000000000000000000100
171,OUT byte,D3,NOP,00000000000000000000000000000000
172,RAL,17,TMS <- ACC; OP=RAL,01011001000001000000000000000000
173,RAL,17,ACC <- ALU,00110000001000000000000000000000
174,RAL,17,NOP,00000000000000000000000000000000
175,RAR,1F,TMS <- ACC; OP=RAR,01011010000001000000000000000000
176,RAR,1F,ACC <- ALU,00110000001000000000000000000000
177,RAR,1F,NOP,00000000000000000000000000000000
178,RET,C9,INC SP,00000000000000000000000000000010
179,RET,C9,MAR <- SP; MDR-FM WE,11010000000000100000000100000000
180,RET,C9,MDR-FM <- RAM; MDR-FM WE,00000000000000000000000100000000
181,RET,C9,MDR-FM <- RAM; MDR-FM WE,00000000000000000000000100000000
182,RET,C9,PC L <- MDR-FM,01000000000000000000010000000000
183,RET,C9,INC SP,00000000000000000000000000000010
184,RET,C9,MAR <- SP; MDR-FM WE,11010000000000100000000100000000
185,RET,C9,MDR-FM <- RAM; MDR-FM WE,00000000000000000000000100000000
186,RET,C9,MDR-FM <- RAM; MDR-FM WE,00000000000000000000000100000000
187,RET,C9,PC H <- MDR-FM,01000000000000000000001000000000
188,RET,C9,NOP,00000000000000000000000000000000
189,STA address,32,MAR <- PC,00010000000000100000000000000000
190,STA address,32,INC PC,00000000100000000000000100000000
191,STA address,32,MDR-FM WE,00000000000000000000000100000000
192,STA address,32,OperandLow <- MDR-FM,01000000000000000100000000000000
193,STA address,32,MAR <- PC,00010000000000100000000000000000
194,STA address,32,INC PC,00000000100000000000000100000000
195,STA address,32,MDR-FM WE,00000000000000000000000100000000
196,STA address,32,OperandHigh <- MDR-FM,01000000000000000110000000000000
197,STA address,32,MAR <- OperandFull,00100000000000100000000010000000
198,STA address,32,MDR-TM <- ACC; RAM WE; MDR-TM WE,01010000000000001000000010000000
199,STA address,32,RAM WE,00000000000000100000000010000000
200,STA address,32,NOP,00000000000000000000000000000000
201,SUB B,90,TMP <- B; OP=SUB,01100010000001000000000001000000
202,SUB B,90,ACC <- ALU,00110000001000000000000000000000
203,SUB B ,90,NOP,00000000000000000000000000000000
204,SUB C,91,TMP <- B; OP=SUB,01110010000001000000000001000000
205,SUB C,91,ACC <- ALU,00110000001000000000000000000000
206,SUB C,91,NOP,00000000000000000000000000000000
207,XRA B,A8,TMP <- B; OP=XOR,01100111000001000000000001000000
208,XRA B,A8,ACC <- ALU,00110000001000000000000000000000
209,XRA B,A8,NOP,00000000000000000000000000000000
210,XRA C,A9,TMP <- C; OP=XOR,01110111000001000000000001000000
211,XRA C,A9,ACC <- ALU,00110000001000000000000000000000
212,XRA C,A9,NOP,00000000000000000000000000000000
213,XRI byte,EE,MAR <- PC,00010000000000100000000000000000
214,XRI byte,EE,INC PC,00000000100000000000000100000000
215,XRI byte,EE,MDR-FM WE,00000000000000000000000100000000
216,XRI byte,EE,TMP <- MDR-FM; OP=XOR,01000111000001000000000001000000
217,XRI byte,EE,ACC <- ALU,00110000001000000000000000000000
218,XRI byte,EE,NOP,00000000000000000000000000000000
